species,setting,day,breeding,breeding2,breeding3
Rana berlandieri,Sympatric,23,0,0,No
Rana berlandieri,Sympatric,24,0,0,No
Rana berlandieri,Sympatric,25,0,0,No
Rana berlandieri,Sympatric,26,0,0,No
Rana berlandieri,Sympatric,27,0,0,No
Rana berlandieri,Sympatric,28,0,0,No
Rana berlandieri,Sympatric,29,0,0,No
Rana berlandieri,Sympatric,30,0,0,No
Rana berlandieri,Sympatric,31,0,0,No
Rana berlandieri,Sympatric,32,0,0,No
Rana berlandieri,Sympatric,33,0,0,No
Rana berlandieri,Sympatric,34,0,0,No
Rana berlandieri,Sympatric,35,0,0,No
Rana berlandieri,Sympatric,36,0,0,No
Rana berlandieri,Sympatric,37,0,0,No
Rana berlandieri,Sympatric,38,0,0,No
Rana berlandieri,Sympatric,39,0,0,No
Rana berlandieri,Sympatric,40,0,0,No
Rana berlandieri,Sympatric,41,0,0,No
Rana berlandieri,Sympatric,42,0,0,No
Rana berlandieri,Sympatric,43,0,0,No
Rana berlandieri,Sympatric,44,0,0,No
Rana berlandieri,Sympatric,45,0,0,No
Rana berlandieri,Sympatric,46,0,0,No
Rana berlandieri,Sympatric,47,0,0,No
Rana berlandieri,Sympatric,48,0,0,No
Rana berlandieri,Sympatric,49,0,0,No
Rana berlandieri,Sympatric,50,0,0,No
Rana berlandieri,Sympatric,51,0,0,No
Rana berlandieri,Sympatric,52,0,0,No
Rana berlandieri,Sympatric,53,0,0,No
Rana berlandieri,Sympatric,54,0,0,No
Rana berlandieri,Sympatric,55,0,0,No
Rana berlandieri,Sympatric,56,0,0,No
Rana berlandieri,Sympatric,57,0,0,No
Rana berlandieri,Sympatric,58,0,0,No
Rana berlandieri,Sympatric,59,0,0,No
Rana berlandieri,Sympatric,60,0,0,No
Rana berlandieri,Sympatric,61,0,0,No
Rana berlandieri,Sympatric,62,0,0,No
Rana berlandieri,Sympatric,63,0,0,No
Rana berlandieri,Sympatric,64,0,0,No
Rana berlandieri,Sympatric,65,0,0,No
Rana berlandieri,Sympatric,66,0,0,No
Rana berlandieri,Sympatric,67,0,0,No
Rana berlandieri,Sympatric,68,0,0,No
Rana berlandieri,Sympatric,69,0,0,No
Rana berlandieri,Sympatric,70,0,0,No
Rana berlandieri,Sympatric,71,0,0,No
Rana berlandieri,Sympatric,72,0,0,No
Rana berlandieri,Sympatric,73,0,0,No
Rana berlandieri,Sympatric,74,0,0,No
Rana berlandieri,Sympatric,75,0,0,No
Rana berlandieri,Sympatric,76,0,0,No
Rana berlandieri,Sympatric,77,0,0,No
Rana berlandieri,Sympatric,78,0,0,No
Rana berlandieri,Sympatric,79,0,0,No
Rana berlandieri,Sympatric,80,0,0,No
Rana berlandieri,Sympatric,81,0,0,No
Rana berlandieri,Sympatric,82,0,0,No
Rana berlandieri,Sympatric,83,0,0,No
Rana berlandieri,Sympatric,84,0,0,No
Rana berlandieri,Sympatric,85,0,0,No
Rana berlandieri,Sympatric,86,0,0,No
Rana berlandieri,Sympatric,87,0,0,No
Rana berlandieri,Sympatric,88,0,0,No
Rana berlandieri,Sympatric,89,0,0,No
Rana berlandieri,Sympatric,90,0,0,No
Rana berlandieri,Sympatric,91,0,0,No
Rana berlandieri,Sympatric,92,0,0,No
Rana berlandieri,Sympatric,93,0,0,No
Rana berlandieri,Sympatric,94,0,0,No
Rana berlandieri,Sympatric,95,0,0,No
Rana berlandieri,Sympatric,96,0,0,No
Rana berlandieri,Sympatric,97,0,0,No
Rana berlandieri,Sympatric,98,0,0,No
Rana berlandieri,Sympatric,99,0,0,No
Rana berlandieri,Sympatric,100,0,0,No
Rana berlandieri,Sympatric,101,0,0,No
Rana berlandieri,Sympatric,102,0,0,No
Rana berlandieri,Sympatric,103,0,0,No
Rana berlandieri,Sympatric,104,0,0,No
Rana berlandieri,Sympatric,105,0,0,No
Rana berlandieri,Sympatric,106,0,0,No
Rana berlandieri,Sympatric,107,0,0,No
Rana berlandieri,Sympatric,108,0,0,No
Rana berlandieri,Sympatric,109,0,0,No
Rana berlandieri,Sympatric,110,0,0,No
Rana berlandieri,Sympatric,111,0,0,No
Rana berlandieri,Sympatric,112,<2,1.5,Low
Rana berlandieri,Sympatric,113,<2,1.5,Low
Rana berlandieri,Sympatric,114,<2,1.5,Low
Rana berlandieri,Sympatric,115,<2,1.5,Low
Rana berlandieri,Sympatric,116,<2,1.5,Low
Rana berlandieri,Sympatric,117,<2,1.5,Low
Rana berlandieri,Sympatric,118,<2,1.5,Low
Rana berlandieri,Sympatric,119,<2,1.5,Low
Rana berlandieri,Sympatric,120,<2,1.5,Low
Rana berlandieri,Sympatric,121,<2,1.5,Low
Rana berlandieri,Sympatric,122,<2,1.5,Low
Rana berlandieri,Sympatric,123,<2,1.5,Low
Rana berlandieri,Sympatric,124,<2,1.5,Low
Rana berlandieri,Sympatric,125,<2,1.5,Low
Rana berlandieri,Sympatric,126,<2,1.5,Low
Rana berlandieri,Sympatric,127,<2,1.5,Low
Rana berlandieri,Sympatric,128,<2,1.5,Low
Rana berlandieri,Sympatric,129,<2,1.5,Low
Rana berlandieri,Sympatric,130,<2,1.5,Low
Rana berlandieri,Sympatric,131,<2,1.5,Low
Rana berlandieri,Sympatric,132,<2,1.5,Low
Rana berlandieri,Sympatric,133,<2,1.5,Low
Rana berlandieri,Sympatric,134,<2,1.5,Low
Rana berlandieri,Sympatric,135,<2,1.5,Low
Rana berlandieri,Sympatric,136,<2,1.5,Low
Rana berlandieri,Sympatric,137,<2,1.5,Low
Rana berlandieri,Sympatric,138,<2,1.5,Low
Rana berlandieri,Sympatric,139,<2,1.5,Low
Rana berlandieri,Sympatric,140,<2,1.5,Low
Rana berlandieri,Sympatric,141,<2,1.5,Low
Rana berlandieri,Sympatric,142,<2,1.5,Low
Rana berlandieri,Sympatric,143,<2,1.5,Low
Rana berlandieri,Sympatric,144,<2,1.5,Low
Rana berlandieri,Sympatric,145,<2,1.5,Low
Rana berlandieri,Sympatric,146,<2,1.5,Low
Rana berlandieri,Sympatric,147,<2,1.5,Low
Rana berlandieri,Sympatric,148,<2,1.5,Low
Rana berlandieri,Sympatric,149,<2,1.5,Low
Rana berlandieri,Sympatric,150,<2,1.5,Low
Rana berlandieri,Sympatric,151,<2,1.5,Low
Rana berlandieri,Sympatric,152,<2,1.5,Low
Rana berlandieri,Sympatric,153,<2,1.5,Low
Rana berlandieri,Sympatric,154,<2,1.5,Low
Rana berlandieri,Sympatric,155,<2,1.5,Low
Rana berlandieri,Sympatric,156,<2,1.5,Low
Rana berlandieri,Sympatric,157,<2,1.5,Low
Rana berlandieri,Sympatric,158,<2,1.5,Low
Rana berlandieri,Sympatric,159,<2,1.5,Low
Rana berlandieri,Sympatric,160,<2,1.5,Low
Rana berlandieri,Sympatric,161,<2,1.5,Low
Rana berlandieri,Sympatric,162,<2,1.5,Low
Rana berlandieri,Sympatric,163,<2,1.5,Low
Rana berlandieri,Sympatric,164,<2,1.5,Low
Rana berlandieri,Sympatric,165,<2,1.5,Low
Rana berlandieri,Sympatric,166,<2,1.5,Low
Rana berlandieri,Sympatric,167,<2,1.5,Low
Rana berlandieri,Sympatric,168,<2,1.5,Low
Rana berlandieri,Sympatric,169,<2,1.5,Low
Rana berlandieri,Sympatric,170,<2,1.5,Low
Rana berlandieri,Sympatric,171,<2,1.5,Low
Rana berlandieri,Sympatric,172,<2,1.5,Low
Rana berlandieri,Sympatric,173,<2,1.5,Low
Rana berlandieri,Sympatric,174,<2,1.5,Low
Rana berlandieri,Sympatric,175,<2,1.5,Low
Rana berlandieri,Sympatric,176,<2,1.5,Low
Rana berlandieri,Sympatric,177,<2,1.5,Low
Rana berlandieri,Sympatric,178,<2,1.5,Low
Rana berlandieri,Sympatric,179,<2,1.5,Low
Rana berlandieri,Sympatric,180,<2,1.5,Low
Rana berlandieri,Sympatric,181,<2,1.5,Low
Rana berlandieri,Sympatric,182,<2,1.5,Low
Rana berlandieri,Sympatric,183,<2,1.5,Low
Rana berlandieri,Sympatric,184,<2,1.5,Low
Rana berlandieri,Sympatric,185,<2,1.5,Low
Rana berlandieri,Sympatric,186,<2,1.5,Low
Rana berlandieri,Sympatric,187,<2,1.5,Low
Rana berlandieri,Sympatric,188,<2,1.5,Low
Rana berlandieri,Sympatric,189,<2,1.5,Low
Rana berlandieri,Sympatric,190,<2,1.5,Low
Rana berlandieri,Sympatric,191,<2,1.5,Low
Rana berlandieri,Sympatric,192,<2,1.5,Low
Rana berlandieri,Sympatric,193,<2,1.5,Low
Rana berlandieri,Sympatric,194,3-5,4,Medium
Rana berlandieri,Sympatric,195,3-5,4,Medium
Rana berlandieri,Sympatric,196,3-5,4,Medium
Rana berlandieri,Sympatric,197,3-5,4,Medium
Rana berlandieri,Sympatric,198,3-5,4,Medium
Rana berlandieri,Sympatric,199,3-5,4,Medium
Rana berlandieri,Sympatric,200,3-5,4,Medium
Rana berlandieri,Sympatric,201,3-5,4,Medium
Rana berlandieri,Sympatric,202,3-5,4,Medium
Rana berlandieri,Sympatric,203,3-5,4,Medium
Rana berlandieri,Sympatric,204,3-5,4,Medium
Rana berlandieri,Sympatric,205,3-5,4,Medium
Rana berlandieri,Sympatric,206,3-5,4,Medium
Rana berlandieri,Sympatric,207,3-5,4,Medium
Rana berlandieri,Sympatric,208,3-5,4,Medium
Rana berlandieri,Sympatric,209,3-5,4,Medium
Rana berlandieri,Sympatric,210,3-5,4,Medium
Rana berlandieri,Sympatric,211,3-5,4,Medium
Rana berlandieri,Sympatric,212,3-5,4,Medium
Rana berlandieri,Sympatric,213,3-5,4,Medium
Rana berlandieri,Sympatric,214,3-5,4,Medium
Rana berlandieri,Sympatric,215,3-5,4,Medium
Rana berlandieri,Sympatric,216,3-5,4,Medium
Rana berlandieri,Sympatric,217,3-5,4,Medium
Rana berlandieri,Sympatric,218,3-5,4,Medium
Rana berlandieri,Sympatric,219,3-5,4,Medium
Rana berlandieri,Sympatric,220,3-5,4,Medium
Rana berlandieri,Sympatric,221,3-5,4,Medium
Rana berlandieri,Sympatric,222,3-5,4,Medium
Rana berlandieri,Sympatric,223,3-5,4,Medium
Rana berlandieri,Sympatric,224,3-5,4,Medium
Rana berlandieri,Sympatric,225,6-10,8,High
Rana berlandieri,Sympatric,226,6-10,8,High
Rana berlandieri,Sympatric,227,6-10,8,High
Rana berlandieri,Sympatric,228,6-10,8,High
Rana berlandieri,Sympatric,229,6-10,8,High
Rana berlandieri,Sympatric,230,6-10,8,High
Rana berlandieri,Sympatric,231,6-10,8,High
Rana berlandieri,Sympatric,232,6-10,8,High
Rana berlandieri,Sympatric,233,6-10,8,High
Rana berlandieri,Sympatric,234,6-10,8,High
Rana berlandieri,Sympatric,235,6-10,8,High
Rana berlandieri,Sympatric,236,6-10,8,High
Rana berlandieri,Sympatric,237,6-10,8,High
Rana berlandieri,Sympatric,238,>10,20,Very high
Rana berlandieri,Sympatric,239,>10,20,Very high
Rana berlandieri,Sympatric,240,>10,20,Very high
Rana berlandieri,Sympatric,241,>10,20,Very high
Rana berlandieri,Sympatric,242,>10,20,Very high
Rana berlandieri,Sympatric,243,>10,20,Very high
Rana berlandieri,Sympatric,244,>10,20,Very high
Rana berlandieri,Sympatric,245,>10,20,Very high
Rana berlandieri,Sympatric,246,>10,20,Very high
Rana berlandieri,Sympatric,247,>10,20,Very high
Rana berlandieri,Sympatric,248,>10,20,Very high
Rana berlandieri,Sympatric,249,>10,20,Very high
Rana berlandieri,Sympatric,250,>10,20,Very high
Rana berlandieri,Sympatric,251,>10,20,Very high
Rana berlandieri,Sympatric,252,>10,20,Very high
Rana berlandieri,Sympatric,253,>10,20,Very high
Rana berlandieri,Sympatric,254,>10,20,Very high
Rana berlandieri,Sympatric,255,>10,20,Very high
Rana berlandieri,Sympatric,256,>10,20,Very high
Rana berlandieri,Sympatric,257,>10,20,Very high
Rana berlandieri,Sympatric,258,>10,20,Very high
Rana berlandieri,Sympatric,259,>10,20,Very high
Rana berlandieri,Sympatric,260,>10,20,Very high
Rana berlandieri,Sympatric,261,>10,20,Very high
Rana berlandieri,Sympatric,262,>10,20,Very high
Rana berlandieri,Sympatric,263,>10,20,Very high
Rana berlandieri,Sympatric,264,>10,20,Very high
Rana berlandieri,Sympatric,265,>10,20,Very high
Rana berlandieri,Sympatric,266,>10,20,Very high
Rana berlandieri,Sympatric,267,>10,20,Very high
Rana berlandieri,Sympatric,268,>10,20,Very high
Rana berlandieri,Sympatric,269,>10,20,Very high
Rana berlandieri,Sympatric,270,>10,20,Very high
Rana berlandieri,Sympatric,271,>10,20,Very high
Rana berlandieri,Sympatric,272,>10,20,Very high
Rana berlandieri,Sympatric,273,>10,20,Very high
Rana berlandieri,Sympatric,274,>10,20,Very high
Rana berlandieri,Sympatric,275,>10,20,Very high
Rana berlandieri,Sympatric,276,>10,20,Very high
Rana berlandieri,Sympatric,277,>10,20,Very high
Rana berlandieri,Sympatric,278,>10,20,Very high
Rana berlandieri,Sympatric,279,>10,20,Very high
Rana berlandieri,Sympatric,280,>10,20,Very high
Rana berlandieri,Sympatric,281,>10,20,Very high
Rana berlandieri,Sympatric,282,>10,20,Very high
Rana berlandieri,Sympatric,283,>10,20,Very high
Rana berlandieri,Sympatric,284,>10,20,Very high
Rana berlandieri,Sympatric,285,>10,20,Very high
Rana berlandieri,Sympatric,286,>10,20,Very high
Rana berlandieri,Sympatric,287,>10,20,Very high
Rana berlandieri,Sympatric,288,>10,20,Very high
Rana berlandieri,Sympatric,289,>10,20,Very high
Rana berlandieri,Sympatric,290,>10,20,Very high
Rana berlandieri,Sympatric,291,>10,20,Very high
Rana berlandieri,Sympatric,292,>10,20,Very high
Rana berlandieri,Sympatric,293,>10,20,Very high
Rana berlandieri,Sympatric,294,>10,20,Very high
Rana berlandieri,Sympatric,295,>10,20,Very high
Rana berlandieri,Sympatric,296,>10,20,Very high
Rana berlandieri,Sympatric,297,>10,20,Very high
Rana berlandieri,Sympatric,298,>10,20,Very high
Rana berlandieri,Sympatric,299,>10,20,Very high
Rana berlandieri,Sympatric,300,>10,20,Very high
Rana berlandieri,Sympatric,301,>10,20,Very high
Rana berlandieri,Sympatric,302,>10,20,Very high
Rana berlandieri,Sympatric,303,>10,20,Very high
Rana berlandieri,Sympatric,304,>10,20,Very high
Rana berlandieri,Sympatric,305,>10,20,Very high
Rana berlandieri,Sympatric,306,>10,20,Very high
Rana berlandieri,Sympatric,307,>10,20,Very high
Rana berlandieri,Sympatric,308,>10,20,Very high
Rana berlandieri,Sympatric,309,>10,20,Very high
Rana berlandieri,Sympatric,310,>10,20,Very high
Rana berlandieri,Sympatric,311,>10,20,Very high
Rana berlandieri,Sympatric,312,6-10,8,High
Rana berlandieri,Sympatric,313,6-10,8,High
Rana berlandieri,Sympatric,314,6-10,8,High
Rana berlandieri,Sympatric,315,6-10,8,High
Rana berlandieri,Sympatric,316,6-10,8,High
Rana berlandieri,Sympatric,317,6-10,8,High
Rana berlandieri,Sympatric,318,6-10,8,High
Rana berlandieri,Sympatric,319,6-10,8,High
Rana berlandieri,Sympatric,320,6-10,8,High
Rana berlandieri,Sympatric,321,6-10,8,High
Rana berlandieri,Sympatric,322,6-10,8,High
Rana berlandieri,Sympatric,323,6-10,8,High
Rana berlandieri,Sympatric,324,6-10,8,High
Rana berlandieri,Sympatric,325,3-5,4,Medium
Rana berlandieri,Sympatric,326,3-5,4,Medium
Rana berlandieri,Sympatric,327,3-5,4,Medium
Rana berlandieri,Sympatric,328,3-5,4,Medium
Rana berlandieri,Sympatric,329,3-5,4,Medium
Rana berlandieri,Sympatric,330,3-5,4,Medium
Rana berlandieri,Sympatric,331,3-5,4,Medium
Rana berlandieri,Sympatric,332,3-5,4,Medium
Rana berlandieri,Sympatric,333,3-5,4,Medium
Rana berlandieri,Sympatric,334,3-5,4,Medium
Rana berlandieri,Sympatric,335,3-5,4,Medium
Rana berlandieri,Sympatric,336,3-5,4,Medium
Rana berlandieri,Sympatric,337,3-5,4,Medium
Rana berlandieri,Sympatric,338,3-5,4,Medium
Rana berlandieri,Sympatric,339,3-5,4,Medium
Rana berlandieri,Sympatric,340,3-5,4,Medium
Rana berlandieri,Sympatric,341,3-5,4,Medium
Rana berlandieri,Sympatric,342,3-5,4,Medium
Rana berlandieri,Sympatric,343,3-5,4,Medium
Rana berlandieri,Sympatric,344,3-5,4,Medium
Rana berlandieri,Sympatric,345,3-5,4,Medium
Rana berlandieri,Sympatric,346,3-5,4,Medium
Rana berlandieri,Sympatric,347,3-5,4,Medium
Rana berlandieri,Sympatric,348,3-5,4,Medium
Rana berlandieri,Sympatric,349,3-5,4,Medium
Rana berlandieri,Sympatric,350,3-5,4,Medium
Rana berlandieri,Sympatric,351,3-5,4,Medium
Rana berlandieri,Sympatric,352,3-5,4,Medium
Rana berlandieri,Sympatric,353,3-5,4,Medium
Rana berlandieri,Sympatric,354,3-5,4,Medium
Rana berlandieri,Sympatric,355,3-5,4,Medium
Rana berlandieri,Sympatric,356,3-5,4,Medium
Rana berlandieri,Sympatric,357,3-5,4,Medium
Rana berlandieri,Sympatric,358,3-5,4,Medium
Rana berlandieri,Sympatric,359,3-5,4,Medium
Rana berlandieri,Sympatric,360,3-5,4,Medium
Rana berlandieri,Sympatric,361,3-5,4,Medium
Rana berlandieri,Sympatric,362,3-5,4,Medium
Rana berlandieri,Sympatric,363,3-5,4,Medium
Rana berlandieri,Sympatric,364,3-5,4,Medium
Rana berlandieri,Sympatric,365,3-5,4,Medium
Rana blairi,Sympatric,1,0,0,No
Rana blairi,Sympatric,2,0,0,No
Rana blairi,Sympatric,3,0,0,No
Rana blairi,Sympatric,4,0,0,No
Rana blairi,Sympatric,5,0,0,No
Rana blairi,Sympatric,6,0,0,No
Rana blairi,Sympatric,7,0,0,No
Rana blairi,Sympatric,8,0,0,No
Rana blairi,Sympatric,9,0,0,No
Rana blairi,Sympatric,10,0,0,No
Rana blairi,Sympatric,11,0,0,No
Rana blairi,Sympatric,12,0,0,No
Rana blairi,Sympatric,13,0,0,No
Rana blairi,Sympatric,14,0,0,No
Rana blairi,Sympatric,15,0,0,No
Rana blairi,Sympatric,16,0,0,No
Rana blairi,Sympatric,17,0,0,No
Rana blairi,Sympatric,18,0,0,No
Rana blairi,Sympatric,19,0,0,No
Rana blairi,Sympatric,20,0,0,No
Rana blairi,Sympatric,21,0,0,No
Rana blairi,Sympatric,22,0,0,No
Rana blairi,Sympatric,23,0,0,No
Rana blairi,Sympatric,24,0,0,No
Rana blairi,Sympatric,25,0,0,No
Rana blairi,Sympatric,26,0,0,No
Rana blairi,Sympatric,27,0,0,No
Rana blairi,Sympatric,28,0,0,No
Rana blairi,Sympatric,29,0,0,No
Rana blairi,Sympatric,30,0,0,No
Rana blairi,Sympatric,31,0,0,No
Rana blairi,Sympatric,32,0,0,No
Rana blairi,Sympatric,33,0,0,No
Rana blairi,Sympatric,34,0,0,No
Rana blairi,Sympatric,35,0,0,No
Rana blairi,Sympatric,36,0,0,No
Rana blairi,Sympatric,37,0,0,No
Rana blairi,Sympatric,38,0,0,No
Rana blairi,Sympatric,39,0,0,No
Rana blairi,Sympatric,40,0,0,No
Rana blairi,Sympatric,41,0,0,No
Rana blairi,Sympatric,42,0,0,No
Rana blairi,Sympatric,43,0,0,No
Rana blairi,Sympatric,44,0,0,No
Rana blairi,Sympatric,45,0,0,No
Rana blairi,Sympatric,46,0,0,No
Rana blairi,Sympatric,47,0,0,No
Rana blairi,Sympatric,48,0,0,No
Rana blairi,Sympatric,49,0,0,No
Rana blairi,Sympatric,50,0,0,No
Rana blairi,Sympatric,51,0,0,No
Rana blairi,Sympatric,52,0,0,No
Rana blairi,Sympatric,53,0,0,No
Rana blairi,Sympatric,54,0,0,No
Rana blairi,Sympatric,55,0,0,No
Rana blairi,Sympatric,56,0,0,No
Rana blairi,Sympatric,57,0,0,No
Rana blairi,Sympatric,58,0,0,No
Rana blairi,Sympatric,59,0,0,No
Rana blairi,Sympatric,60,0,0,No
Rana blairi,Sympatric,61,0,0,No
Rana blairi,Sympatric,62,0,0,No
Rana blairi,Sympatric,63,0,0,No
Rana blairi,Sympatric,64,0,0,No
Rana blairi,Sympatric,65,0,0,No
Rana blairi,Sympatric,66,<2,1.5,Low
Rana blairi,Sympatric,67,<2,1.5,Low
Rana blairi,Sympatric,68,<2,1.5,Low
Rana blairi,Sympatric,69,<2,1.5,Low
Rana blairi,Sympatric,70,<2,1.5,Low
Rana blairi,Sympatric,71,<2,1.5,Low
Rana blairi,Sympatric,72,<2,1.5,Low
Rana blairi,Sympatric,73,<2,1.5,Low
Rana blairi,Sympatric,74,<2,1.5,Low
Rana blairi,Sympatric,75,<2,1.5,Low
Rana blairi,Sympatric,76,<2,1.5,Low
Rana blairi,Sympatric,77,<2,1.5,Low
Rana blairi,Sympatric,78,<2,1.5,Low
Rana blairi,Sympatric,79,<2,1.5,Low
Rana blairi,Sympatric,80,<2,1.5,Low
Rana blairi,Sympatric,81,<2,1.5,Low
Rana blairi,Sympatric,82,<2,1.5,Low
Rana blairi,Sympatric,83,<2,1.5,Low
Rana blairi,Sympatric,84,<2,1.5,Low
Rana blairi,Sympatric,85,<2,1.5,Low
Rana blairi,Sympatric,86,<2,1.5,Low
Rana blairi,Sympatric,87,3-5,4,Medium
Rana blairi,Sympatric,88,3-5,4,Medium
Rana blairi,Sympatric,89,3-5,4,Medium
Rana blairi,Sympatric,90,3-5,4,Medium
Rana blairi,Sympatric,91,3-5,4,Medium
Rana blairi,Sympatric,92,3-5,4,Medium
Rana blairi,Sympatric,93,3-5,4,Medium
Rana blairi,Sympatric,94,3-5,4,Medium
Rana blairi,Sympatric,95,3-5,4,Medium
Rana blairi,Sympatric,96,6-10,8,High
Rana blairi,Sympatric,97,6-10,8,High
Rana blairi,Sympatric,98,6-10,8,High
Rana blairi,Sympatric,99,6-10,8,High
Rana blairi,Sympatric,100,6-10,8,High
Rana blairi,Sympatric,101,6-10,8,High
Rana blairi,Sympatric,102,6-10,8,High
Rana blairi,Sympatric,103,6-10,8,High
Rana blairi,Sympatric,104,6-10,8,High
Rana blairi,Sympatric,105,6-10,8,High
Rana blairi,Sympatric,106,6-10,8,High
Rana blairi,Sympatric,107,6-10,8,High
Rana blairi,Sympatric,108,6-10,8,High
Rana blairi,Sympatric,109,6-10,8,High
Rana blairi,Sympatric,110,6-10,8,High
Rana blairi,Sympatric,111,6-10,8,High
Rana blairi,Sympatric,112,6-10,8,High
Rana blairi,Sympatric,113,>10,20,Very high
Rana blairi,Sympatric,114,>10,20,Very high
Rana blairi,Sympatric,115,>10,20,Very high
Rana blairi,Sympatric,116,>10,20,Very high
Rana blairi,Sympatric,117,>10,20,Very high
Rana blairi,Sympatric,118,>10,20,Very high
Rana blairi,Sympatric,119,>10,20,Very high
Rana blairi,Sympatric,120,>10,20,Very high
Rana blairi,Sympatric,121,>10,20,Very high
Rana blairi,Sympatric,122,>10,20,Very high
Rana blairi,Sympatric,123,>10,20,Very high
Rana blairi,Sympatric,124,>10,20,Very high
Rana blairi,Sympatric,125,>10,20,Very high
Rana blairi,Sympatric,126,>10,20,Very high
Rana blairi,Sympatric,127,>10,20,Very high
Rana blairi,Sympatric,128,>10,20,Very high
Rana blairi,Sympatric,129,>10,20,Very high
Rana blairi,Sympatric,130,>10,20,Very high
Rana blairi,Sympatric,131,>10,20,Very high
Rana blairi,Sympatric,132,>10,20,Very high
Rana blairi,Sympatric,133,>10,20,Very high
Rana blairi,Sympatric,134,>10,20,Very high
Rana blairi,Sympatric,135,>10,20,Very high
Rana blairi,Sympatric,136,>10,20,Very high
Rana blairi,Sympatric,137,>10,20,Very high
Rana blairi,Sympatric,138,>10,20,Very high
Rana blairi,Sympatric,139,>10,20,Very high
Rana blairi,Sympatric,140,>10,20,Very high
Rana blairi,Sympatric,141,>10,20,Very high
Rana blairi,Sympatric,142,>10,20,Very high
Rana blairi,Sympatric,143,>10,20,Very high
Rana blairi,Sympatric,144,>10,20,Very high
Rana blairi,Sympatric,145,>10,20,Very high
Rana blairi,Sympatric,146,>10,20,Very high
Rana blairi,Sympatric,147,6-10,8,High
Rana blairi,Sympatric,148,6-10,8,High
Rana blairi,Sympatric,149,6-10,8,High
Rana blairi,Sympatric,150,6-10,8,High
Rana blairi,Sympatric,151,6-10,8,High
Rana blairi,Sympatric,152,6-10,8,High
Rana blairi,Sympatric,153,6-10,8,High
Rana blairi,Sympatric,154,6-10,8,High
Rana blairi,Sympatric,155,6-10,8,High
Rana blairi,Sympatric,156,6-10,8,High
Rana blairi,Sympatric,157,<2,1.5,Low
Rana blairi,Sympatric,158,<2,1.5,Low
Rana blairi,Sympatric,159,<2,1.5,Low
Rana blairi,Sympatric,160,<2,1.5,Low
Rana blairi,Sympatric,161,<2,1.5,Low
Rana blairi,Sympatric,162,<2,1.5,Low
Rana blairi,Sympatric,163,<2,1.5,Low
Rana blairi,Sympatric,164,<2,1.5,Low
Rana blairi,Sympatric,165,<2,1.5,Low
Rana blairi,Sympatric,166,<2,1.5,Low
Rana blairi,Sympatric,167,<2,1.5,Low
Rana blairi,Sympatric,168,<2,1.5,Low
Rana blairi,Sympatric,169,<2,1.5,Low
Rana blairi,Sympatric,170,<2,1.5,Low
Rana blairi,Sympatric,171,<2,1.5,Low
Rana blairi,Sympatric,172,<2,1.5,Low
Rana blairi,Sympatric,173,0,0,No
Rana blairi,Sympatric,174,0,0,No
Rana blairi,Sympatric,175,0,0,No
Rana blairi,Sympatric,176,0,0,No
Rana blairi,Sympatric,177,0,0,No
Rana blairi,Sympatric,178,0,0,No
Rana blairi,Sympatric,179,0,0,No
Rana blairi,Sympatric,180,0,0,No
Rana blairi,Sympatric,181,0,0,No
Rana blairi,Sympatric,182,0,0,No
Rana blairi,Sympatric,183,0,0,No
Rana blairi,Sympatric,184,0,0,No
Rana blairi,Sympatric,185,0,0,No
Rana blairi,Sympatric,186,0,0,No
Rana blairi,Sympatric,187,0,0,No
Rana blairi,Sympatric,188,0,0,No
Rana blairi,Sympatric,189,0,0,No
Rana blairi,Sympatric,190,0,0,No
Rana blairi,Sympatric,191,0,0,No
Rana blairi,Sympatric,192,0,0,No
Rana blairi,Sympatric,193,0,0,No
Rana blairi,Sympatric,194,0,0,No
Rana blairi,Sympatric,195,0,0,No
Rana blairi,Sympatric,196,0,0,No
Rana blairi,Sympatric,197,0,0,No
Rana blairi,Sympatric,198,0,0,No
Rana blairi,Sympatric,199,0,0,No
Rana blairi,Sympatric,200,0,0,No
Rana blairi,Sympatric,201,0,0,No
Rana blairi,Sympatric,202,0,0,No
Rana blairi,Sympatric,203,0,0,No
Rana blairi,Sympatric,204,0,0,No
Rana blairi,Sympatric,205,0,0,No
Rana blairi,Sympatric,206,0,0,No
Rana blairi,Sympatric,207,0,0,No
Rana blairi,Sympatric,208,0,0,No
Rana blairi,Sympatric,209,0,0,No
Rana blairi,Sympatric,210,0,0,No
Rana blairi,Sympatric,211,0,0,No
Rana blairi,Sympatric,212,0,0,No
Rana blairi,Sympatric,213,0,0,No
Rana blairi,Sympatric,214,0,0,No
Rana blairi,Sympatric,215,0,0,No
Rana blairi,Sympatric,216,0,0,No
Rana blairi,Sympatric,217,0,0,No
Rana blairi,Sympatric,218,0,0,No
Rana blairi,Sympatric,219,0,0,No
Rana blairi,Sympatric,220,0,0,No
Rana blairi,Sympatric,221,0,0,No
Rana blairi,Sympatric,222,0,0,No
Rana blairi,Sympatric,223,0,0,No
Rana blairi,Sympatric,224,0,0,No
Rana blairi,Sympatric,225,0,0,No
Rana blairi,Sympatric,226,0,0,No
Rana blairi,Sympatric,227,0,0,No
Rana blairi,Sympatric,228,0,0,No
Rana blairi,Sympatric,229,0,0,No
Rana blairi,Sympatric,230,0,0,No
Rana blairi,Sympatric,231,0,0,No
